name,description,price,stock,category,image_url,is_featured
SanDisk Extreme Pro 1TB,"Pro-grade portable SSD, 2,000 MB/s read.",179,11,Accessories,"https://loremflickr.com/600/600/sandisk,ssd,drive/all?lock=230",false
Funko Pop Marvel Spider-Man Bundle,"Bobblehead vinyl figure, 3.75 inches tall. Comes with extra accessories and extended care.",17,54,Toys,"https://loremflickr.com/600/600/funko,pop,marvel/all?lock=549",false
Blue Yeti X,"Pro-level USB mic with 4-capsule array, LED meter.",183,20,Accessories,"https://loremflickr.com/600/600/blue,yeti,microphone/all?lock=234",false
Asus ROG Phone 8 (Refurbished),"Gaming phone with shoulder triggers, 165Hz AMOLED, AeroActive cooler. Certified refurbished — same warranty, lower price.",911,47,Phones,"https://loremflickr.com/600/600/asus,rog,gaming,phone/all?lock=89",false
Google Pixel 7a,Affordable Pixel with 64MP camera and wireless charging.,533,162,Phones,"https://loremflickr.com/600/600/pixel,android,smartphone/all?lock=73",false
Google Nest Hub 2nd Gen Bundle,"Sleep sensing, ambient EQ, hands-free Google Assistant. Comes with extra accessories and extended care.",103,18,Smart Home,"https://loremflickr.com/600/600/googlenest,smarthome/all?lock=248",false
Brooklinen Luxe Sheet Set,480-thread-count long-staple cotton sateen.,152,86,Home & Kitchen,"https://loremflickr.com/600/600/bedsheets,bedding/all?lock=414",false
Microsoft Xbox Series S (Refurbished),"All-digital next-gen console, 1440p performance. Certified refurbished — same warranty, lower price.",234,18,Gaming,"https://loremflickr.com/600/600/xbox,console,gaming/all?lock=190",false
Nike Air Force 1 '07,Iconic basketball sneaker reborn as everyday classic.,99,33,Footwear,"https://loremflickr.com/600/600/nike,airforce,sneakers/all?lock=327",false
Casper Original Pillow Bundle,Two-layer pillow-in-pillow for balanced support. Comes with extra accessories and extended care.,94,55,Home & Kitchen,"https://loremflickr.com/600/600/pillow,bedding/all?lock=416",false
Anker 737 GaNPrime Charger,120W 3-port USB-C wall charger.,139,117,Accessories,"https://loremflickr.com/600/600/anker,charger/all?lock=223",false
Apple AirPods 4,"H2 chip, redesigned fit, optional ANC, Personalized Spatial Audio.",130,41,Audio,"https://loremflickr.com/600/600/airpods,earbuds/all?lock=109",false
Schwinn IC4 Indoor Cycle (Refurbished),"Magnetic resistance indoor bike with dual-sided pedals. Certified refurbished — same warranty, lower price.",755,57,Sports,"https://loremflickr.com/600/600/schwinn,bike,fitness/all?lock=439",false
Adidas Ultraboost 24 Bundle,"Boost midsole, Primeknit upper, premium daily trainer. Comes with extra accessories and extended care.",220,8,Footwear,"https://loremflickr.com/600/600/adidas,ultraboost,running/all?lock=336",false
Dyson V15 Detect (Refurbished),"Laser-illuminated cordless vacuum, particle sensor. Certified refurbished — same warranty, lower price.",620,41,Home & Kitchen,"https://loremflickr.com/600/600/dyson,vacuum/all?lock=419",false
Amazon Echo Dot 5,"Improved sound, temperature sensor, eero mesh extender.",57,38,Smart Home,"https://loremflickr.com/600/600/echo,alexa,smarthome/all?lock=242",false
Brooks Ghost 16,"Neutral cushion runner, DNA Loft v3, smooth heel-to-toe.",146,78,Footwear,"https://loremflickr.com/600/600/brooks,running,sneakers/all?lock=348",false
Adidas Ultraboost 24,"Boost midsole, Primeknit upper, premium daily trainer.",192,2,Footwear,"https://loremflickr.com/600/600/adidas,ultraboost,running/all?lock=334",false
Motorola Edge 40,"Curved 6.55-inch pOLED, 144Hz, MediaTek Dimensity 8020.",620,89,Phones,"https://loremflickr.com/600/600/motorola,android,smartphone/all?lock=86",false
Patagonia Black Hole Duffel 55L,"Weather-resistant recycled fabric duffel, multiple carry options.",176,81,Sports,"https://loremflickr.com/600/600/patagonia,duffel,outdoor/all?lock=449",false
Apple iPad Air 11 (Refurbished),"M2 chip, 11-inch Liquid Retina, Apple Pencil Pro support. Certified refurbished — same warranty, lower price.",569,37,Tablets,"https://loremflickr.com/600/600/ipad,tablet,apple/all?lock=93",false
Stanley Quencher 40oz Bundle,Insulated tumbler with handle and reusable straw. Comes with extra accessories and extended care.,56,58,Home & Kitchen,"https://loremflickr.com/600/600/stanley,tumbler,drinkware/all?lock=411",false
Apple Magic Keyboard Bundle,"Scissor-mechanism keys, full-size, rechargeable. Comes with extra accessories and extended care.",128,7,Accessories,"https://loremflickr.com/600/600/apple,keyboard/all?lock=215",false
Dyson Airwrap Multi-Styler Bundle,"Curl, wave, smooth and dry without extreme heat. Comes with extra accessories and extended care.",771,57,Beauty,"https://loremflickr.com/600/600/dyson,hairstyler/all?lock=481",false
The Psychology of Money Bundle,"Timeless lessons on wealth, greed, and happiness. Comes with extra accessories and extended care.",23,8,Books,"https://loremflickr.com/600/600/book,finance/all?lock=497",false
Nike Air Max 90,"Visible air heel cushioning, iconic 90s silhouette.",131,43,Footwear,"https://loremflickr.com/600/600/nike,airmax,sneakers/all?lock=328",false
Samsung Galaxy Tab S9,"11-inch Dynamic AMOLED 2X, S Pen included, IP68 dust/water resistant.",868,33,Tablets,"https://loremflickr.com/600/600/samsung,tablet,android/all?lock=98",false
Apple iPad Air 11 Bundle,"M2 chip, 11-inch Liquid Retina, Apple Pencil Pro support. Comes with extra accessories and extended care.",839,23,Tablets,"https://loremflickr.com/600/600/ipad,tablet,apple/all?lock=92",false
Nerf Elite 2.0 Commander RD-6 (Refurbished),"Six-dart rotating drum blaster with tactical rail. Certified refurbished — same warranty, lower price.",19,24,Toys,"https://loremflickr.com/600/600/nerf,toy/all?lock=540",false
PlayStation VR2 (Refurbished),"4K HDR OLED, eye tracking, PlayStation 5 only. Certified refurbished — same warranty, lower price.",429,15,Gaming,"https://loremflickr.com/600/600/psvr,vr/all?lock=202",false
HP Spectre x360 14,"Premium convertible, Intel Core Ultra 7, OLED touchscreen, gem-cut chassis.",1654,35,Laptops,"https://loremflickr.com/600/600/hp,spectre,laptop/all?lock=23",false
Vitamix 5200 Blender (Refurbished),"Professional-grade blender, 64oz container, 7-year warranty. Certified refurbished — same warranty, lower price.",418,19,Home & Kitchen,"https://loremflickr.com/600/600/vitamix,blender,kitchen/all?lock=388",false
Logitech MX Keys S,"Backlit keys, Smart Actions automation, multi-device.",124,46,Accessories,"https://loremflickr.com/600/600/logitech,keyboard/all?lock=218",false
Allbirds Wool Runner (Refurbished),"Merino wool upper, sustainably made, machine washable. Certified refurbished — same warranty, lower price.",85,58,Footwear,"https://loremflickr.com/600/600/allbirds,wool,sneakers/all?lock=351",false
Catan Board Game,Award-winning strategy game for 3-4 players.,60,48,Toys,"https://loremflickr.com/600/600/boardgame,catan/all?lock=529",false
Lululemon Reversible Yoga Mat Bundle,5mm reversible mat with antimicrobial top layer. Comes with extra accessories and extended care.,108,24,Sports,"https://loremflickr.com/600/600/yogamat,yoga/all?lock=426",false
Xiaomi Pad 6 (Refurbished),"Snapdragon 870, 11-inch 144Hz IPS LCD, quad speakers. Certified refurbished — same warranty, lower price.",343,20,Tablets,"https://loremflickr.com/600/600/xiaomi,tablet,android/all?lock=106",false
Le Labo Santal 33 50ml,"Cult unisex sandalwood fragrance, hand-blended.",205,144,Beauty,"https://loremflickr.com/600/600/lelabo,perfume/all?lock=490",false
Ninja Foodi Air Fryer Bundle,8-quart dual-zone air fryer with smart cook system. Comes with extra accessories and extended care.,175,8,Home & Kitchen,"https://loremflickr.com/600/600/ninja,airfryer,kitchen/all?lock=390",false
Cashmere Scarf,"100% cashmere, soft and lightweight, classic fringe.",83,40,Fashion Accessories,"https://loremflickr.com/600/600/scarf,cashmere/all?lock=382",false
Lululemon Reversible Yoga Mat,5mm reversible mat with antimicrobial top layer.,94,19,Sports,"https://loremflickr.com/600/600/yogamat,yoga/all?lock=424",false
Samsung Galaxy Tab S9 (Refurbished),"11-inch Dynamic AMOLED 2X, S Pen included, IP68 dust/water resistant. Certified refurbished — same warranty, lower price.",677,19,Tablets,"https://loremflickr.com/600/600/samsung,tablet,android/all?lock=100",false
GoPro Hero 12 Black Bundle,"5.3K 60p, HyperSmooth 6.0, 10-bit color, waterproof to 33ft. Comes with extra accessories and extended care.",488,10,Cameras,"https://loremflickr.com/600/600/gopro,camera,action/all?lock=174",false
Google Nest Thermostat,Energy-saving smart thermostat with Soli sensor.,132,5,Smart Home,"https://loremflickr.com/600/600/googlenest,thermostat,smarthome/all?lock=260",false
Lenovo Legion Pro 5,"Gaming laptop with Ryzen 7, RTX 4070, 16-inch 240Hz QHD display.",1478,42,Laptops,"https://loremflickr.com/600/600/lenovo,legion,gaming,laptop/all?lock=18",false
Bose SoundLink Revolve+ II (Refurbished),"360-degree sound, water-resistant, deep bass and clear highs. Certified refurbished — same warranty, lower price.",292,54,Audio,"https://loremflickr.com/600/600/bose,speaker/all?lock=127",false
Samsung Galaxy A55 (Refurbished),"Mid-range hero, 6.6-inch Super AMOLED, 50MP OIS camera. Certified refurbished — same warranty, lower price.",444,29,Phones,"https://loremflickr.com/600/600/samsung,galaxy,android/all?lock=65",false
Oura Ring Gen 3 Bundle,"Sleep, readiness and activity tracking in a slim titanium ring. Comes with extra accessories and extended care.",389,26,Wearables,"https://loremflickr.com/600/600/oura,ring,fitness/all?lock=155",false
Apple AirPods Pro 2 (Refurbished),"Active Noise Cancellation, Adaptive Audio, USB-C charging case. Certified refurbished — same warranty, lower price.",177,2,Audio,"https://loremflickr.com/600/600/airpods,earbuds/all?lock=108",false
OnePlus Nord 4 (Refurbished),"Mid-range flagship, metal unibody, 100W SuperVOOC charging. Certified refurbished — same warranty, lower price.",322,50,Phones,"https://loremflickr.com/600/600/oneplus,nord,android/all?lock=78",false
Bose QuietComfort Ultra,"Immersive audio, world-class noise cancellation, plush memory foam.",410,8,Audio,"https://loremflickr.com/600/600/bose,headphones/all?lock=117",false
New Balance 990v6 (Refurbished),"Made in USA classic, ENCAP midsole, premium pigskin suede. Certified refurbished — same warranty, lower price.",161,24,Footwear,"https://loremflickr.com/600/600/newbalance,990,sneakers/all?lock=338",false
Eufy SoloCam S340,"Solar-powered 360-degree security cam, dual-lens 3K.",245,19,Smart Home,"https://loremflickr.com/600/600/eufy,camera,smarthome/all?lock=258",false
The Psychology of Money (Refurbished),"Timeless lessons on wealth, greed, and happiness. Certified refurbished — same warranty, lower price.",15,11,Books,"https://loremflickr.com/600/600/book,finance/all?lock=498",false
"Timberland 6"" Premium Boots","Waterproof nubuck, padded collar, signature wheat color.",232,191,Footwear,"https://loremflickr.com/600/600/timberland,boots/all?lock=359",false
LEGO Star Wars Millennium Falcon Bundle,"Iconic spaceship build, 1,353 pieces, age 9+. Comes with extra accessories and extended care.",220,13,Toys,"https://loremflickr.com/600/600/lego,starwars,toy/all?lock=523",false
Slim Fit Stretch Jeans Bundle,"10oz stretch denim, slim through thigh, tapered leg. Comes with extra accessories and extended care.",79,59,Pants,"https://loremflickr.com/600/600/jeans,denim,menswear/all?lock=284",false
Apple iPhone 14 Bundle,"A15 Bionic, dual-lens 12MP, Crash Detection and Emergency SOS. Comes with extra accessories and extended care.",902,26,Phones,"https://loremflickr.com/600/600/iphone,apple,smartphone/all?lock=58",false
Educated by Tara Westover,"A memoir about family, transformation, and the power of education.",18,32,Books,"https://loremflickr.com/600/600/book,memoir/all?lock=510",false
The Body Keeps the Score Bundle,"Brain, mind, and body in the healing of trauma. Comes with extra accessories and extended care.",17,42,Books,"https://loremflickr.com/600/600/book,psychology/all?lock=516",false
Olaplex No.3 Hair Perfector,Hair repair treatment for damaged and broken bonds.,34,40,Beauty,"https://loremflickr.com/600/600/olaplex,haircare/all?lock=474",false
Logitech MX Master 3S Bundle,"Ergonomic, 8K DPI, MagSpeed scroll wheel. Comes with extra accessories and extended care.",114,49,Accessories,"https://loremflickr.com/600/600/logitech,mouse/all?lock=217",false
Apple AirPods Max (Refurbished),"Over-ear, computational audio, premium stainless steel frame. Certified refurbished — same warranty, lower price.",454,23,Audio,"https://loremflickr.com/600/600/airpods,headphones/all?lock=113",false
Nike Strike Soccer Ball Bundle,"Aerowsculpt grooves for true flight, machine-stitched. Comes with extra accessories and extended care.",35,28,Sports,"https://loremflickr.com/600/600/soccer,sports/all?lock=447",false
Asus ROG Ally,Windows handheld with Ryzen Z1 Extreme and 120Hz display.,733,0,Gaming,"https://loremflickr.com/600/600/asus,rog,handheld,gaming/all?lock=196",false
UGREEN 9-in-1 USB-C Hub,"HDMI 4K, Ethernet, SD/microSD, 3x USB 3.0.",72,0,Accessories,"https://loremflickr.com/600/600/usb,hub,adapter/all?lock=225",false
Dyson V15 Detect,"Laser-illuminated cordless vacuum, particle sensor.",796,32,Home & Kitchen,"https://loremflickr.com/600/600/dyson,vacuum/all?lock=418",false
Designing Data-Intensive Apps,Martin Kleppmann's seminal work on modern data systems.,43,99,Books,"https://loremflickr.com/600/600/book,programming/all?lock=503",false
Moroccanoil Treatment,"Argan oil-infused hair treatment, smoothes and shines.",51,183,Beauty,"https://loremflickr.com/600/600/moroccanoil,haircare/all?lock=475",false
Pocket T-Shirt 3-Pack,Three essential tees with chest pockets in core colors.,54,4,Shirts,"https://loremflickr.com/600/600/tshirt,clothing/all?lock=277",false
Samsung Galaxy Tab S9 Bundle,"11-inch Dynamic AMOLED 2X, S Pen included, IP68 dust/water resistant. Comes with extra accessories and extended care.",998,7,Tablets,"https://loremflickr.com/600/600/samsung,tablet,android/all?lock=99",false
Black Skinny Jeans,"Power-stretch black denim, mid-rise, slim through leg.",67,0,Pants,"https://loremflickr.com/600/600/skinny,jeans,denim/all?lock=299",true
Bowflex SelectTech 552 Dumbbells,"Pair of adjustable dumbbells, 5-52.5 lbs each.",512,27,Sports,"https://loremflickr.com/600/600/dumbbells,fitness/all?lock=429",false
Apple iPhone 15,"6.1-inch Super Retina XDR, A16 Bionic, USB-C, Dynamic Island.",993,152,Phones,"https://loremflickr.com/600/600/iphone,apple,smartphone/all?lock=50",false
Atomic Habits by James Clear,An easy and proven way to build good habits and break bad ones.,17,21,Books,"https://loremflickr.com/600/600/book,selfhelp/all?lock=494",false
Lenovo ThinkPad T14 Bundle,"Durable enterprise laptop, MIL-STD tested, AMD Ryzen 7 Pro, 16GB RAM. Comes with extra accessories and extended care.",1463,4,Laptops,"https://loremflickr.com/600/600/thinkpad,lenovo,business,laptop/all?lock=17",false
Wayfarer Sunglasses (Refurbished),"Acetate frame, classic wayfarer silhouette, polarized. Certified refurbished — same warranty, lower price.",131,56,Fashion Accessories,"https://loremflickr.com/600/600/wayfarer,sunglasses/all?lock=378",false
Anker 737 Power Bank,"24,000mAh, 140W USB-C PD, smart display.",131,10,Accessories,"https://loremflickr.com/600/600/anker,powerbank/all?lock=220",false
Casper Original Pillow,Two-layer pillow-in-pillow for balanced support.,82,91,Home & Kitchen,"https://loremflickr.com/600/600/pillow,bedding/all?lock=415",false
Canon EOS R6 Mark II,"24MP full-frame, 40fps burst, 6K oversampled 4K.",2639,1,Cameras,"https://loremflickr.com/600/600/canon,camera,mirrorless/all?lock=161",false
Google Pixel 8 Pro (Refurbished),"Tensor G3, 6.7-inch Super Actua display, computational photography. Certified refurbished — same warranty, lower price.",739,28,Phones,"https://loremflickr.com/600/600/pixel,google,smartphone/all?lock=69",false
Dell XPS 13 Plus (Refurbished),"Intel Core Ultra 7, 16GB LPDDR5, 13.4-inch OLED touchscreen, machined aluminum. Certified refurbished — same warranty, lower price.",1049,39,Laptops,"https://loremflickr.com/600/600/dell,xps,laptop/all?lock=9",false
Nanoleaf Shapes Hexagons (Refurbished),"Modular touch-reactive light panels, 16M colors. Certified refurbished — same warranty, lower price.",158,42,Smart Home,"https://loremflickr.com/600/600/nanoleaf,led,smartlight/all?lock=253",false
Play-Doh Modeling Compound 24-Pack (Refurbished),"Two-dozen 3-oz cans of classic Play-Doh. Certified refurbished — same warranty, lower price.",16,54,Toys,"https://loremflickr.com/600/600/playdoh,toy/all?lock=546",false
Apple iPad Air 11,"M2 chip, 11-inch Liquid Retina, Apple Pencil Pro support.",730,27,Tablets,"https://loremflickr.com/600/600/ipad,tablet,apple/all?lock=91",false
Nespresso Vertuo Plus,"Single-touch brewer, five cup sizes, Centrifusion tech.",197,48,Home & Kitchen,"https://loremflickr.com/600/600/nespresso,coffee,kitchen/all?lock=395",false
Adidas Stan Smith,"Classic tennis sneaker, perforated 3-stripe, white leather.",89,14,Footwear,"https://loremflickr.com/600/600/adidas,stansmith,sneakers/all?lock=330",false
Catan Board Game (Refurbished),"Award-winning strategy game for 3-4 players. Certified refurbished — same warranty, lower price.",46,12,Toys,"https://loremflickr.com/600/600/boardgame,catan/all?lock=530",false
Sony Xperia 1 V,"Pro-grade camera, 6.5-inch 4K OLED, Snapdragon 8 Gen 2.",1428,32,Phones,"https://loremflickr.com/600/600/sony,xperia,smartphone/all?lock=83",false
Classic Khaki Chinos Bundle,"Soft brushed twill, straight-leg fit, classic 5-pocket styling. Comes with extra accessories and extended care.",58,12,Pants,"https://loremflickr.com/600/600/chinos,pants,menswear/all?lock=289",false
Braun Series 9 Pro Shaver (Refurbished),"ProLift trimmer, 5 synchronized shaving elements. Certified refurbished — same warranty, lower price.",293,51,Beauty,"https://loremflickr.com/600/600/braun,shaver,grooming/all?lock=487",false
Hooded Rain Shell Bundle,"Waterproof breathable shell, taped seams, packable hood. Comes with extra accessories and extended care.",159,49,Outerwear,"https://loremflickr.com/600/600/rainjacket,jacket/all?lock=315",false
Oxford Wingtip Dress Shoe,Brogued cap-toe Oxford in burnished calfskin.,217,33,Footwear,"https://loremflickr.com/600/600/oxford,dressshoes/all?lock=369",false
Allbirds Wool Runner,"Merino wool upper, sustainably made, machine washable.",109,152,Footwear,"https://loremflickr.com/600/600/allbirds,wool,sneakers/all?lock=350",false
Philips Sonicare Toothbrush Bundle,"Premium sonic toothbrush, pressure sensor, multiple modes. Comes with extra accessories and extended care.",175,32,Home & Kitchen,"https://loremflickr.com/600/600/sonicare,toothbrush/all?lock=423",false
Logitech G Pro X Superlight 2,"Tournament-grade wireless mouse, HERO 2 sensor.",174,17,Gaming,"https://loremflickr.com/600/600/logitech,mouse,gaming/all?lock=205",false
Keychron Q1 Pro,"Wireless QMK/VIA mechanical keyboard, hot-swap, aluminum.",212,9,Gaming,"https://loremflickr.com/600/600/keychron,keyboard/all?lock=207",false
Osprey Atmos AG 65 Backpack (Refurbished),"Anti-Gravity suspension backpacking pack, 65L. Certified refurbished — same warranty, lower price.",238,5,Sports,"https://loremflickr.com/600/600/osprey,backpack,hiking/all?lock=451",false
Sony Alpha A7 IV (Refurbished),"33MP full-frame mirrorless, 4K 60p, hybrid autofocus. Certified refurbished — same warranty, lower price.",2074,14,Cameras,"https://loremflickr.com/600/600/sony,camera,mirrorless/all?lock=157",false
Sennheiser Momentum 4,"60-hour battery, Adaptive Noise Cancellation, audiophile sound.",322,1,Audio,"https://loremflickr.com/600/600/sennheiser,headphones/all?lock=120",false
Instant Pot Duo 7-in-1,"6-quart multi-cooker, pressure cook, slow cook, rice, yogurt.",108,106,Home & Kitchen,"https://loremflickr.com/600/600/instantpot,kitchen/all?lock=392",false
Bose SoundLink Revolve+ II,"360-degree sound, water-resistant, deep bass and clear highs.",375,4,Audio,"https://loremflickr.com/600/600/bose,speaker/all?lock=126",false
Anker Soundcore Liberty 4,"LDAC hi-res audio, ACAA 3.0 driver, heart rate monitoring.",100,49,Audio,"https://loremflickr.com/600/600/anker,earbuds/all?lock=134",true
LEGO Star Wars Millennium Falcon (Refurbished),"Iconic spaceship build, 1,353 pieces, age 9+. Certified refurbished — same warranty, lower price.",149,15,Toys,"https://loremflickr.com/600/600/lego,starwars,toy/all?lock=524",false
Framework Laptop 13,"Modular, repairable laptop with swappable ports. Built to last.",1204,29,Laptops,"https://loremflickr.com/600/600/framework,laptop,modular/all?lock=44",false
Lenovo Yoga 9i,2-in-1 convertible with rotating soundbar hinge and 14-inch OLED.,1146,3,Laptops,"https://loremflickr.com/600/600/lenovo,yoga,laptop/all?lock=20",false
HP EliteBook 840 G10,"Business-class laptop with vPro, 14-inch IPS, fingerprint reader.",1628,121,Laptops,"https://loremflickr.com/600/600/hp,elitebook,laptop/all?lock=26",false
Lenovo ThinkPad X1 Carbon Bundle,"Business ultrabook with carbon-fiber chassis, Core i7, 14-inch 2.8K OLED. Comes with extra accessories and extended care.",1935,20,Laptops,"https://loremflickr.com/600/600/thinkpad,lenovo,laptop/all?lock=15",false
Dyson Airwrap Multi-Styler,"Curl, wave, smooth and dry without extreme heat.",671,182,Beauty,"https://loremflickr.com/600/600/dyson,hairstyler/all?lock=480",false
Tapered Joggers,"French terry cotton, elastic waist, ribbed cuffs.",64,3,Pants,"https://loremflickr.com/600/600/joggers,pants,athletic/all?lock=291",false
"Lodge Cast Iron Skillet 12"" (Refurbished)","Pre-seasoned, made in USA, virtually indestructible. Certified refurbished — same warranty, lower price.",38,7,Home & Kitchen,"https://loremflickr.com/600/600/castiron,skillet,kitchen/all?lock=404",false
Samsung Galaxy S24+ (Refurbished),"6.7-inch QHD+ AMOLED, Snapdragon 8 Gen 3, 50MP triple camera. Certified refurbished — same warranty, lower price.",812,41,Phones,"https://loremflickr.com/600/600/samsung,galaxy,smartphone/all?lock=63",false
Slim Fit Dress Shirt,"Wrinkle-resistant, French placket, slim European cut.",110,38,Shirts,"https://loremflickr.com/600/600/dressshirt,menswear/all?lock=278",true
Microsoft Surface Pro 9,"13-inch PixelSense, Intel Core i5/i7, detachable keyboard.",1409,3,Tablets,"https://loremflickr.com/600/600/surface,tablet,microsoft/all?lock=102",false
OnePlus 12,"Snapdragon 8 Gen 3, 100W charging, 6.82-inch LTPO AMOLED.",843,36,Phones,"https://loremflickr.com/600/600/oneplus,smartphone,android/all?lock=74",false
White Crewneck T-Shirt,"Heavyweight 240gsm cotton, classic relaxed fit, pre-shrunk.",21,61,Shirts,"https://loremflickr.com/600/600/whitetshirt,tshirt,clothing/all?lock=264",false
Apple Watch Series 9 (Refurbished),"S9 SiP, Double Tap gesture, always-on Retina display. Certified refurbished — same warranty, lower price.",385,6,Wearables,"https://loremflickr.com/600/600/apple,watch,smartwatch/all?lock=137",false
Converse Chuck Taylor 70,"Premium canvas, vintage rubber, OG silhouette.",75,7,Footwear,"https://loremflickr.com/600/600/converse,chuck,sneakers/all?lock=342",true
Tech Performance Pants (Refurbished),"4-way stretch, water-repellent, hidden zip pocket. Certified refurbished — same warranty, lower price.",75,4,Pants,"https://loremflickr.com/600/600/tech,pants,athletic/all?lock=297",false
Samsung Galaxy Tab S9 Ultra,"14.6-inch Dynamic AMOLED 2X, Snapdragon 8 Gen 2 for Galaxy.",1228,33,Tablets,"https://loremflickr.com/600/600/samsung,tablet,android/all?lock=101",true
Estee Lauder Advanced Night Repair (Refurbished),"Synchronized Multi-Recovery Complex serum. Certified refurbished — same warranty, lower price.",75,52,Beauty,"https://loremflickr.com/600/600/estelauder,skincare/all?lock=473",false
Dell XPS 13 Plus Bundle,"Intel Core Ultra 7, 16GB LPDDR5, 13.4-inch OLED touchscreen, machined aluminum. Comes with extra accessories and extended care.",1547,8,Laptops,"https://loremflickr.com/600/600/dell,xps,laptop/all?lock=8",false
Down Parka,"Heavy-duty parka with faux-fur hood, tested to -20F.",354,38,Outerwear,"https://loremflickr.com/600/600/parka,winter,jacket/all?lock=321",false
Chemex 6-Cup Pour Over,Iconic borosilicate carafe for pour-over coffee.,76,23,Home & Kitchen,"https://loremflickr.com/600/600/chemex,coffee/all?lock=398",false
Red Wing Iron Ranger (Refurbished),"Six-inch cap-toe boot built on a Goodyear-welted sole. Certified refurbished — same warranty, lower price.",294,21,Footwear,"https://loremflickr.com/600/600/redwing,boots/all?lock=362",false
Chemex 6-Cup Pour Over Bundle,Iconic borosilicate carafe for pour-over coffee. Comes with extra accessories and extended care.,87,53,Home & Kitchen,"https://loremflickr.com/600/600/chemex,coffee/all?lock=400",false
Sony ZV-1 II,Vlog camera with wide 18-50mm lens and forward-facing mic.,1081,24,Cameras,"https://loremflickr.com/600/600/sony,camera,vlog/all?lock=158",false
Apple MacBook Air 13 (Refurbished),"Apple Silicon M2, 8GB RAM, 256GB SSD, 13.6-inch Liquid Retina display. Certified refurbished — same warranty, lower price.",907,60,Laptops,"https://loremflickr.com/600/600/macbook,air,laptop/all?lock=2",false
Bomber Jacket Bundle,"MA-1 style satin bomber, ribbed cuffs and hem, water-repellent. Comes with extra accessories and extended care.",172,55,Outerwear,"https://loremflickr.com/600/600/bomber,jacket/all?lock=325",false
Chemex 6-Cup Pour Over (Refurbished),"Iconic borosilicate carafe for pour-over coffee. Certified refurbished — same warranty, lower price.",59,2,Home & Kitchen,"https://loremflickr.com/600/600/chemex,coffee/all?lock=399",false
Barbie Dreamhouse,Three-story Dreamhouse with elevator and pool.,254,17,Toys,"https://loremflickr.com/600/600/barbie,dollhouse,toy/all?lock=541",false
Squishmallow 12-inch Plush (Refurbished),"Soft and squishy plush toy, collectible. Certified refurbished — same warranty, lower price.",21,57,Toys,"https://loremflickr.com/600/600/squishmallow,plush/all?lock=552",false
Apple iPhone 15 Pro Max,"6.7-inch Super Retina XDR, 5x telephoto, A17 Pro, all-day battery.",1569,29,Phones,"https://loremflickr.com/600/600/iphone,pro,smartphone/all?lock=55",false
Asus ZenBook 14 OLED Bundle,"Slim ultrabook, Core i7, 14-inch OLED, military-grade durability. Comes with extra accessories and extended care.",1040,41,Laptops,"https://loremflickr.com/600/600/asus,zenbook,laptop/all?lock=31",false
Apple iPad Pro 13,"M4 chip, 13-inch Ultra Retina XDR Tandem OLED, 5G optional.",1533,7,Tablets,"https://loremflickr.com/600/600/ipad,pro,tablet/all?lock=94",false
Yeti Rambler 30oz Tumbler,"Double-wall vacuum insulation, MagSlider lid.",42,40,Home & Kitchen,"https://loremflickr.com/600/600/yeti,tumbler,drinkware/all?lock=408",false
Casper Original Pillow (Refurbished),"Two-layer pillow-in-pillow for balanced support. Certified refurbished — same warranty, lower price.",63,31,Home & Kitchen,"https://loremflickr.com/600/600/pillow,bedding/all?lock=417",false
Ecobee Smart Thermostat Premium,Smart thermostat with built-in air quality monitor.,234,42,Smart Home,"https://loremflickr.com/600/600/ecobee,thermostat,smarthome/all?lock=259",false
Apple AirPods Pro 2,"Active Noise Cancellation, Adaptive Audio, USB-C charging case.",227,49,Audio,"https://loremflickr.com/600/600/airpods,earbuds/all?lock=107",false
Deep Work by Cal Newport,Rules for focused success in a distracted world.,25,17,Books,"https://loremflickr.com/600/600/book,selfhelp/all?lock=509",false
Garmin Forerunner 265 Bundle,AMOLED running watch with training-readiness insights. Comes with extra accessories and extended care.,518,26,Wearables,"https://loremflickr.com/600/600/garmin,watch,fitness/all?lock=149",false
Hot Wheels Track Builder (Refurbished),"Modular track set with stunt ramps and loops. Certified refurbished — same warranty, lower price.",28,8,Toys,"https://loremflickr.com/600/600/hotwheels,toy/all?lock=537",false
Nothing Phone 2,"Iconic Glyph interface, Snapdragon 8+ Gen 1, transparent design.",735,38,Phones,"https://loremflickr.com/600/600/nothing,phone,android/all?lock=81",false
Allbirds Wool Runner Bundle,"Merino wool upper, sustainably made, machine washable. Comes with extra accessories and extended care.",125,43,Footwear,"https://loremflickr.com/600/600/allbirds,wool,sneakers/all?lock=352",false
Google Nest Thermostat (Refurbished),"Energy-saving smart thermostat with Soli sensor. Certified refurbished — same warranty, lower price.",102,11,Smart Home,"https://loremflickr.com/600/600/googlenest,thermostat,smarthome/all?lock=261",false
Quilted Puffer Jacket Bundle,"650-fill power down, water-resistant shell, packable. Comes with extra accessories and extended care.",172,17,Outerwear,"https://loremflickr.com/600/600/puffer,jacket,winter/all?lock=307",false
Clean Code by Robert Martin,A handbook of agile software craftsmanship.,31,132,Books,"https://loremflickr.com/600/600/book,programming/all?lock=506",false
Vitamix 5200 Blender,"Professional-grade blender, 64oz container, 7-year warranty.",536,181,Home & Kitchen,"https://loremflickr.com/600/600/vitamix,blender,kitchen/all?lock=386",false
